S2G ID,Fecha,energy_main(kWh),Ventas,Invitados,intensidad_kWh_invitado,ticket_promedio_MXN_invitado,Nombre,Zona_CMR
CH04,13/09/2019,731.9068,49930,228,3.210117544,218.9912,Centro Magno,GDL
CH05,13/09/2019,811.3625,32755,131,6.19360687,250.0382,Chihuahua I,CHI
CH06,13/09/2019,800.506,34806,152,5.266486842,228.9868,Chihuahua II,CHI
CH07,13/09/2019,1299.149,84846,368,3.530296196,230.5598,Churubusco,MTY
CH08,13/09/2019,1156.092,40440,187,6.18231016,216.2567,Cintermex,MTY
CH12,13/09/2019,1015.8113,16193,64,15.87205156,253.0156,Forum Cancún,CUN
CH13,13/09/2019,754.9449,42278,198,3.81285303,213.5253,Forum Tepic,TEP
CH14,13/09/2019,1174.2564,50384,216,5.436372222,233.2593,Forum Tlaquepaque,GDL
CH15,13/09/2019,927.1099,59792,264,3.511779924,226.4848,Galerías Gdl,GDL
CH16,13/09/2019,1146.121,80133,362,3.16608011,221.3619,Galerías Mty,MTY
CH17,13/09/2019,639.8554,40390,181,3.535112707,223.1492,Puerto Vallarta,JAL
CH18,13/09/2019,1001.6767,53223,253,3.959196443,210.3676,Gran Plaza,GDL
CH20,13/09/2019,766.6722,83547,378,2.028233333,221.0238,León I,GTO
CH21,13/09/2019,719.5146,35884,153,4.702709804,234.5359,León II,GTO
CH22,13/09/2019,672.9603,47797,188,3.579576064,254.2394,León III,GTO
CH23,13/09/2019,1627.1537,69444,273,5.960269963,254.3736,Malecón Cancún,CUN
CH25,13/09/2019,523.1072,32731,144,3.632688889,227.2986,Morelia,MIC
CH26,13/09/2019,1124.7426,71951,322,3.492989441,223.4503,Plaza Andares,GDL
CH27,13/09/2019,315.9234,41231,184,1.716975,224.0815,Plaza del Sol,GDL
CH28,13/09/2019,1254.8,70204,337,3.723442136,208.3205,Plaza La Rioja,MTY
CH29,13/09/2019,782.134,39668,172,4.547290698,230.6279,Plaza San Agustín,MTY
CH30,13/09/2019,998.033,45937,151,6.609490066,304.2185,Reynosa,REY
CH31,13/09/2019,729.417,37241,171,4.265596491,217.7836,Saltillo,SAL
CH32,13/09/2019,490.2981,14882,66,7.428759091,225.4848,San Luis Potosí I,SLP
CH33,13/09/2019,517.6413,49216,210,2.464958571,234.3619,San Luis Potosí II,SLP
CH34,13/09/2019,540.1326,28807,114,4.738005263,252.693,San Luis Potosí III,SLP
CH35,13/09/2019,715.7057,19085,83,8.622960241,229.9398,Santa Anita,GDL
CH36,13/09/2019,1133.274,65153,306,3.703509804,212.9183,Sendero,MTY
CH38,13/09/2019,683.1821,31911,129,5.295985271,247.3721,Tijuana II,TIJ
CH39,13/09/2019,771.4199,36633,168,4.591785119,218.0536,Torreón I,TOR
CH40,13/09/2019,1323.189,77130,353,3.748410765,218.4986,Torres,MTY
CH41,13/09/2019,1110.3571,44022,187,5.937738503,235.4118,Tuxtla Gutiérrez,CP
CH42,13/09/2019,1127.5225,77140,297,3.796372054,259.7306,Xalapa Las Américas,VER
CH44,13/09/2019,1006.4985,42856,185,5.440532432,231.6541,Tampico,TAM
CH45,13/09/2019,740.4483,35346,157,4.71623121,225.1338,Torreón II,TOR
CH46,13/09/2019,1091.998,85195,391,2.79283376,217.89,Anáhuac,MTY
CH47,13/09/2019,870.594,44914,207,4.205768116,216.9758,Avanta,MTY
CH49,13/09/2019,1295.9138,68303,297,4.363346128,229.9764,Mérida,YUC
CH50,13/09/2019,1382.8066,50148,225,6.145807111,222.88,Mérida Altabrisa,YUC
CH51,13/09/2019,633.0966,60764,298,2.124485235,203.906,Mérida Galerías,YUC
CH52,13/09/2019,1206.4299,28052,121,9.970495041,231.8347,Veracruz Boca del Río,VER
CH53,13/09/2019,1192.3831,38574,163,7.315233742,236.6503,Villahermosa,TAB
CH54,13/09/2019,1281.0475,49096,212,6.042676887,231.5849,Villahermosa II,TAB
CH55,13/09/2019,546.0718,44369,163,3.350133742,272.2025,Tlaxcala,TLX
CH56,13/09/2019,973.8491,35958,149,6.5359,241.3289,Tuxtla II,CP
CH57,13/09/2019,661.4373,29321,122,5.421617213,240.3361,Silao,GTO
CH58,13/09/2019,747.1119,35468,153,4.883084314,231.817,Chihuahua III,CHI
CH59,13/09/2019,639.179,50101,248,2.577334677,202.0202,Apodaca II,MTY
CH61,13/09/2019,1400.001,58386,257,5.447474708,227.1829,MTY Nuevo Sur,MTY
CH62,13/09/2019,384.407,12308,64,6.006359375,192.3125,Chili's Ciudadela,GDL
CH63,13/09/2019,646.021,47865,214,3.01878972,223.6682,Galerías Celaya,GTO
CH64,13/09/2019,391.884,27764,133,2.946496241,208.7519,Chili's Plaza Aurora,MTY
WIN01,13/09/2019,782.496,81066,333,2.349837838,243.4414,Wing's Boulevard,CDMX
CH65,13/09/2019,898.57,53454,235,3.823702128,227.4638,Plaza Cumbres,MTY
DT01,13/09/2019,661.961,28449,68,9.734720588,418.3676,Destilería Cancún,YUC
ELA01,13/09/2019,1565.24,164207,168,9.316904762,977.4226,Restaurante El Lago,CDMX
OLG01,13/09/2019,1002.301,55996,204,4.913240196,274.4902,Olive Garden Reforma,CDMX
OLG02,13/09/2019,694.619,27825,118,5.886601695,235.8051,Olive Garden Santa Fe,CDMX
OLG03,13/09/2019,1271.4515,53666,244,5.210866803,219.9426,Olive Garden Cancún,YUC
OLG04,13/09/2019,915.186,39874,174,5.259689655,229.1609,Olive Garden Querétaro,QRO
TCG01,13/09/2019,1182.241,129839,101,11.70535644,1285.5347,The Capital Grille,CDMX
TCG02,13/09/2019,1503.951,114753,112,13.42813393,1024.5804,The Capital Grille Mty,MTY
DT02,13/09/2019,584.276,56524,162,3.606641975,348.9136,Destilería Reforma,CDMX
CH09,14/09/2019,920.6436,24219,115,8.005596522,210.6,Ciudad del Carmen,CAM
CH10,14/09/2019,1156.421,58275,272,4.251547794,214.2463,Contry,MTY
CH11,14/09/2019,700.9495,56273,263,2.665207224,213.9658,El Salto,GDL
CH01,14/09/2019,928.5588,82953,347,2.67596196,239.0576,Aguascalientes I,AGS
CH02,14/09/2019,638.4911,22609,103,6.198942718,219.5049,Aguascalientes II,AGS
CH03,14/09/2019,1147.136,29541,123,9.326308943,240.1707,Apodaca,MTY
CH04,14/09/2019,897.3465,61863,290,3.094298276,213.3207,Centro Magno,GDL
CH05,14/09/2019,818.8942,27735,113,7.246851327,245.4425,Chihuahua I,CHI
CH06,14/09/2019,833.4987,68720,303,2.750820792,226.7987,Chihuahua II,CHI
CH07,14/09/2019,1230.484,73083,367,3.352817439,199.1362,Churubusco,MTY
CH08,14/09/2019,1052.358,49336,229,4.595449782,215.441,Cintermex,MTY
CH12,14/09/2019,1066.7682,18619,65,16.41181846,286.4462,Forum Cancún,CUN
CH13,14/09/2019,768.7898,77514,335,2.294894925,231.3851,Forum Tepic,TEP
CH14,14/09/2019,1151.9312,89420,407,2.830297789,219.7052,Forum Tlaquepaque,GDL
CH15,14/09/2019,1039.1472,136853,649,1.60115131,210.8675,Galerías Gdl,GDL
CH16,14/09/2019,1023.411,112490,516,1.983354651,218.0039,Galerías Mty,MTY
CH17,14/09/2019,660.5001,66850,299,2.209030435,223.5786,Puerto Vallarta,JAL
CH18,14/09/2019,1108.8504,90376,444,2.497410811,203.5495,Gran Plaza,GDL
CH20,14/09/2019,930.2949,108350,515,1.806397864,210.3883,León I,GTO
CH21,14/09/2019,838.1438,47073,210,3.991160952,224.1571,León II,GTO
CH22,14/09/2019,748.1842,77502,366,2.044219126,211.7541,León III,GTO
CH23,14/09/2019,1637.9741,100401,452,3.623836504,222.1261,Malecón Cancún,CUN
CH25,14/09/2019,584.4252,42778,206,2.837015534,207.6602,Morelia,MIC
CH26,14/09/2019,1227.2898,141715,651,1.885237788,217.6882,Plaza Andares,GDL
CH27,14/09/2019,341.3452,61204,310,1.101113548,197.4323,Plaza del Sol,GDL
CH28,14/09/2019,1269.18,64775,340,3.732882353,190.5147,Plaza La Rioja,MTY
CH29,14/09/2019,833.981,89667,459,1.81695207,195.3529,Plaza San Agustín,MTY
CH30,14/09/2019,1088.5412,56084,207,5.25865314,270.9372,Reynosa,REY
CH31,14/09/2019,706.921,31594,151,4.681596026,209.2318,Saltillo,SAL
CH32,14/09/2019,503.9027,25850,107,4.709371028,241.5888,San Luis Potosí I,SLP
CH33,14/09/2019,509.2402,48480,216,2.357593519,224.4444,San Luis Potosí II,SLP
CH34,14/09/2019,569.6963,54113,244,2.334820902,221.7746,San Luis Potosí III,SLP
CH35,14/09/2019,702.2256,25061,127,5.529335433,197.3307,Santa Anita,GDL
CH36,14/09/2019,1255.439,38849,223,5.6297713,174.2108,Sendero,MTY
CH38,14/09/2019,745.5749,28649,137,5.442152555,209.1168,Tijuana II,TIJ
CH39,14/09/2019,982.2809,55711,285,3.446599649,195.4772,Torreón I,TOR
CH40,14/09/2019,1291.814,69431,358,3.608418994,193.9413,Torres,MTY
CH41,14/09/2019,1060.814,31219,124,8.554951613,251.7661,Tuxtla Gutiérrez,CP
CH42,14/09/2019,1233.7208,93807,419,2.94444105,223.8831,Xalapa Las Américas,VER
CH44,14/09/2019,1237.1642,73138,320,3.866138125,228.5562,Tampico,TAM
CH45,14/09/2019,912.4936,90193,401,2.275545137,224.9202,Torreón II,TOR
CH46,14/09/2019,1076.374,82154,384,2.803057292,213.9427,Anáhuac,MTY
CH47,14/09/2019,846.101,47949,221,3.828511312,216.9638,Avanta,MTY
CH49,14/09/2019,1272.8491,35848,174,7.315224713,206.023,Mérida,YUC
CH50,14/09/2019,1536.157,73804,366,4.197150273,201.6503,Mérida Altabrisa,YUC
CH51,14/09/2019,674.0047,99876,477,1.413007757,209.3836,Mérida Galerías,YUC
CH52,14/09/2019,1278.6147,51545,234,5.464165385,220.2778,Veracruz Boca del Río,VER
CH53,14/09/2019,1115.1708,38468,174,6.409027586,221.0805,Villahermosa,TAB
CH54,14/09/2019,1229.5988,77385,364,3.378018681,212.5962,Villahermosa II,TAB
CH55,14/09/2019,537.1565,58541,259,2.07396332,226.027,Tlaxcala,TLX
CH56,14/09/2019,734.7603,41711,199,3.692262814,209.603,Tuxtla II,CP
CH57,14/09/2019,490.1069,8147,42,11.6692119,193.9762,Silao,GTO
CH58,14/09/2019,728.6878,37029,158,4.611948101,234.3608,Chihuahua III,CHI
CH59,14/09/2019,706.378,28373,176,4.013511364,161.2102,Apodaca II,MTY
CH61,14/09/2019,1270.747,73110,369,3.443758808,198.1301,MTY Nuevo Sur,MTY
CH62,14/09/2019,452.981,25734,120,3.774841667,214.45,Chili's Ciudadela,GDL
CH63,14/09/2019,802.2598,76608,333,2.409188589,230.0541,Galerías Celaya,GTO
CH64,14/09/2019,353.077,24066,123,2.870544715,195.6585,Chili's Plaza Aurora,MTY
WIN01,14/09/2019,822.975,59361,340,2.420514706,174.5912,Wing's Boulevard,CDMX
CH65,14/09/2019,982.329,80777,407,2.413584767,198.4693,Plaza Cumbres,MTY
DT01,14/09/2019,760.9,33876,79,9.63164557,428.8101,Destilería Cancún,YUC
ELA01,14/09/2019,1459.209,218695,323,4.517674923,677.0743,Restaurante El Lago,CDMX
OLG01,14/09/2019,826.882,55252,209,3.956373206,264.3636,Olive Garden Reforma,CDMX
OLG02,14/09/2019,742.202,39452,170,4.365894118,232.0706,Olive Garden Santa Fe,CDMX
OLG03,14/09/2019,1191.7311,78397,332,3.589551506,236.1355,Olive Garden Cancún,YUC
OLG04,14/09/2019,889.85,63379,261,3.409386973,242.8314,Olive Garden Querétaro,QRO
TCG01,14/09/2019,1395.825,100813,101,13.8200495,998.1485,The Capital Grille,CDMX
TCG02,14/09/2019,1552.055,32505,42,36.95369048,773.9286,The Capital Grille Mty,MTY
DT02,14/09/2019,546.344,38011,115,4.750817391,330.5304,Destilería Reforma,CDMX
CH09,15/09/2019,881.4177,29809,128,6.886075781,232.8828,Ciudad del Carmen,CAM
CH10,15/09/2019,1306.333,80601,406,3.217568966,198.5246,Contry,MTY
CH11,15/09/2019,692.302,40126,188,3.682457447,213.4362,El Salto,GDL
CH01,15/09/2019,916.9197,69949,379,2.419313193,184.562,Aguascalientes I,AGS
CH02,15/09/2019,709.8412,34779,201,3.531548259,173.0299,Aguascalientes II,AGS
CH03,15/09/2019,1170.584,24235,111,10.5458018,218.3333,Apodaca,MTY
CH04,15/09/2019,1048.4829,52183,294,3.566268367,177.4932,Centro Magno,GDL
CH05,15/09/2019,965.8168,47265,273,3.537790476,173.1319,Chihuahua I,CHI
CH06,15/09/2019,844.3609,77536,375,2.251629067,206.7627,Chihuahua II,CHI
CH07,15/09/2019,1182.496,54025,308,3.839272727,175.4058,Churubusco,MTY
CH08,15/09/2019,1113.637,47201,270,4.124581481,174.8185,Cintermex,MTY
CH12,15/09/2019,1078.0875,18378,80,13.47609375,229.725,Forum Cancún,CUN
CH13,15/09/2019,760.0981,73595,372,2.043274462,197.836,Forum Tepic,TEP
CH14,15/09/2019,1140.1134,70616,378,3.016173016,186.8148,Forum Tlaquepaque,GDL
CH15,15/09/2019,991.2234,111488,578,1.714919377,192.8858,Galerías Gdl,GDL
CH16,15/09/2019,970.406,87502,426,2.277948357,205.4038,Galerías Mty,MTY
CH17,15/09/2019,690.6913,82168,408,1.692870833,201.3922,Puerto Vallarta,JAL
CH18,15/09/2019,1048.0902,72583,380,2.758132105,191.0079,Gran Plaza,GDL
CH20,15/09/2019,856.6721,113582,605,1.415986942,187.7388,León I,GTO
CH21,15/09/2019,840.6514,45078,268,3.136758955,168.2015,León II,GTO
CH22,15/09/2019,790.1527,64971,318,2.484756918,204.3113,León III,GTO
CH23,15/09/2019,1853.325,88554,449,4.127672606,197.2249,Malecón Cancún,CUN
CH25,15/09/2019,494.0978,39220,215,2.298129302,182.4186,Morelia,MIC
CH26,15/09/2019,1222.4821,121297,597,2.04770871,203.1776,Plaza Andares,GDL
CH27,15/09/2019,379.1987,57812,314,1.207639172,184.1146,Plaza del Sol,GDL
CH28,15/09/2019,1146.588,66051,399,2.873654135,165.5414,Plaza La Rioja,MTY
CH29,15/09/2019,702.942,81437,398,1.76618593,204.6156,Plaza San Agustín,MTY
CH30,15/09/2019,1045.8663,55367,241,4.339694191,229.7386,Reynosa,REY
CH31,15/09/2019,780.401,33676,172,4.537215116,195.7907,Saltillo,SAL
CH32,15/09/2019,482.1133,40238,296,1.628761149,135.9392,San Luis Potosí I,SLP
CH33,15/09/2019,491.9966,43212,258,1.906963566,167.4884,San Luis Potosí II,SLP
CH34,15/09/2019,532.2899,68427,327,1.627797859,209.2569,San Luis Potosí III,SLP
CH35,15/09/2019,843.7646,44137,234,3.605831624,188.6197,Santa Anita,GDL
CH36,15/09/2019,1159.426,59708,419,2.767126492,142.5012,Sendero,MTY
CH38,15/09/2019,733.3261,44907,259,2.831374903,173.3861,Tijuana II,TIJ
CH39,15/09/2019,912.009,64154,353,2.583594901,181.7394,Torreón I,TOR
CH40,15/09/2019,1268.922,70982,374,3.392839572,189.7914,Torres,MTY
CH41,15/09/2019,1184.6977,31330,113,10.48405044,277.2566,Tuxtla Gutiérrez,CP
CH42,15/09/2019,1049.0121,83129,407,2.577425307,204.2482,Xalapa Las Américas,VER
CH44,15/09/2019,1450.2135,62794,284,5.106385563,221.1056,Tampico,TAM
CH45,15/09/2019,955.2073,79199,421,2.26890095,188.1211,Torreón II,TOR
CH46,15/09/2019,1006.437,70551,419,2.401997613,168.3795,Anáhuac,MTY
CH47,15/09/2019,927.41,36155,224,4.140223214,161.4062,Avanta,MTY
CH49,15/09/2019,1159.8724,45749,229,5.064944978,199.7773,Mérida,YUC
CH50,15/09/2019,1486.1464,68447,385,3.860120519,177.7844,Mérida Altabrisa,YUC
CH51,15/09/2019,669.7851,95391,486,1.378158642,196.2778,Mérida Galerías,YUC
CH52,15/09/2019,1222.0389,38780,239,5.113133473,162.2594,Veracruz Boca del Río,VER
CH53,15/09/2019,1176.1045,46312,249,4.723311245,185.992,Villahermosa,TAB
CH54,15/09/2019,1258.6875,84487,441,2.854166667,191.5805,Villahermosa II,TAB
CH55,15/09/2019,496.792,47955,218,2.278862385,219.9771,Tlaxcala,TLX
CH56,15/09/2019,936.2753,43403,195,4.801411795,222.5795,Tuxtla II,CP
CH57,15/09/2019,321.9103,10264,54,5.961301852,190.0741,Silao,GTO
CH58,15/09/2019,728.0723,33072,222,3.279604955,148.973,Chihuahua III,CHI
CH59,15/09/2019,677.719,29821,253,2.678731225,117.8696,Apodaca II,MTY
CH61,15/09/2019,1320.649,37530,207,6.37994686,181.3043,MTY Nuevo Sur,MTY
CH62,15/09/2019,510.08,18848,104,4.904615385,181.2308,Chili's Ciudadela,GDL
CH63,15/09/2019,799.3381,65358,348,2.296948563,187.8103,Galerías Celaya,GTO
CH64,15/09/2019,323.849,24776,142,2.280626761,174.4789,Chili's Plaza Aurora,MTY
WIN01,15/09/2019,818.418,40206,263,3.111855513,152.8745,Wing's Boulevard,CDMX
CH65,15/09/2019,864.582,47992,262,3.299931298,183.1756,Plaza Cumbres,MTY
DT01,15/09/2019,859.191,87216,114,7.536763158,765.0526,Destilería Cancún,YUC
ELA01,15/09/2019,1606.569,320194,360,4.462691667,889.4278,Restaurante El Lago,CDMX
OLG01,15/09/2019,707.461,26299,105,6.73772381,250.4667,Olive Garden Reforma,CDMX
OLG02,15/09/2019,740.789,25983,125,5.926312,207.864,Olive Garden Santa Fe,CDMX
OLG03,15/09/2019,1129.9233,57144,253,4.4661,225.8656,Olive Garden Cancún,YUC
OLG04,15/09/2019,845.291,48257,197,4.290817259,244.9594,Olive Garden Querétaro,QRO
TCG01,15/09/2019,856.417,50455,29,29.53162069,1739.8276,The Capital Grille,CDMX
TCG02,15/09/2019,1516.609,33543,47,32.2682766,713.6809,The Capital Grille Mty,MTY
DT02,15/09/2019,539.368,80531,148,3.644378378,544.1284,Destilería Reforma,CDMX
CH09,16/09/2019,818.3463,14698,81,10.10304074,181.4568,Ciudad del Carmen,CAM
CH10,16/09/2019,1222.936,74529,369,3.314189702,201.9756,Contry,MTY
CH11,16/09/2019,761.6937,42867,209,3.644467464,205.1053,El Salto,GDL
CH01,16/09/2019,954.1613,90519,440,2.168548409,205.725,Aguascalientes I,AGS
CH02,16/09/2019,666.7,29246,154,4.329220779,189.9091,Aguascalientes II,AGS
CH03,16/09/2019,1131.823,37230,172,6.580366279,216.4535,Apodaca,MTY
CH04,16/09/2019,898.5642,58242,285,3.152856842,204.3579,Centro Magno,GDL
CH05,16/09/2019,920.1544,39768,183,5.02816612,217.3115,Chihuahua I,CHI
CH06,16/09/2019,806.219,65500,306,2.634702614,214.0523,Chihuahua II,CHI
CH07,16/09/2019,1051.354,45560,224,4.693544643,203.3929,Churubusco,MTY
CH08,16/09/2019,1008.484,31078,160,6.303025,194.2375,Cintermex,MTY
CH12,16/09/2019,1114.2259,27355,96,11.60651979,284.9479,Forum Cancún,CUN
CH13,16/09/2019,774.442,65987,322,2.405099379,204.9286,Forum Tepic,TEP
CH14,16/09/2019,1046.6244,78847,376,2.783575532,209.6995,Forum Tlaquepaque,GDL
CH15,16/09/2019,992.3208,127810,628,1.580128662,203.5191,Galerías Gdl,GDL
CH16,16/09/2019,978.257,91512,417,2.345940048,219.4532,Galerías Mty,MTY
CH17,16/09/2019,657.9497,73023,327,2.012078593,223.3119,Puerto Vallarta,JAL
CH18,16/09/2019,1023.3687,64688,329,3.110543161,196.6201,Gran Plaza,GDL
CH20,16/09/2019,771.3276,113892,584,1.320766438,195.0205,León I,GTO
CH21,16/09/2019,749.2099,38867,195,3.842102051,199.3179,León II,GTO
CH22,16/09/2019,810.2976,77392,419,1.933884487,184.7064,León III,GTO
CH23,16/09/2019,1414.2943,71924,336,4.209209226,214.0595,Malecón Cancún,CUN
CH25,16/09/2019,417.8347,33394,156,2.678427564,214.0641,Morelia,MIC
CH26,16/09/2019,1150.7575,102011,518,2.221539575,196.9324,Plaza Andares,GDL
CH27,16/09/2019,328.4584,59040,263,1.248891255,224.4867,Plaza del Sol,GDL
CH28,16/09/2019,1233.99,62379,338,3.650857988,184.5533,Plaza La Rioja,MTY
CH29,16/09/2019,790.911,64830,282,2.804648936,229.8936,Plaza San Agustín,MTY
CH30,16/09/2019,946.0718,38713,157,6.025935032,246.5796,Reynosa,REY
CH31,16/09/2019,632.208,17951,99,6.385939394,181.3232,Saltillo,SAL
CH32,16/09/2019,499.6389,22855,141,3.543538298,162.0922,San Luis Potosí I,SLP
CH33,16/09/2019,509.248,46697,231,2.204536797,202.1515,San Luis Potosí II,SLP
CH34,16/09/2019,537.1108,45731,217,2.475164977,210.7419,San Luis Potosí III,SLP
CH35,16/09/2019,734.1427,26343,128,5.735489844,205.8047,Santa Anita,GDL
CH36,16/09/2019,1179.491,62679,343,3.438749271,182.7376,Sendero,MTY
CH38,16/09/2019,646.4533,18217,98,6.596462245,185.8878,Tijuana II,TIJ
CH39,16/09/2019,866.2618,56030,285,3.039515088,196.5965,Torreón I,TOR
CH40,16/09/2019,1239.377,64486,338,3.666795858,190.787,Torres,MTY
CH41,16/09/2019,1070.0385,33131,150,7.13359,220.8733,Tuxtla Gutiérrez,CP
CH42,16/09/2019,1147.5767,86898,418,2.745398804,207.89,Xalapa Las Américas,VER
CH44,16/09/2019,1111.0662,59057,245,4.534964082,241.049,Tampico,TAM
CH45,16/09/2019,994.2766,85700,399,2.491921303,214.787,Torreón II,TOR
CH46,16/09/2019,903.999,60452,321,2.816196262,188.324,Anáhuac,MTY
CH47,16/09/2019,909.848,42710,209,4.353339713,204.3541,Avanta,MTY
CH49,16/09/2019,1308.1413,29161,143,9.147841259,203.9231,Mérida,YUC
CH50,16/09/2019,1540.1555,73289,371,4.151362534,197.5445,Mérida Altabrisa,YUC
CH51,16/09/2019,685.5314,85517,443,1.547474944,193.0406,Mérida Galerías,YUC
CH52,16/09/2019,1206.2965,29038,172,7.013351744,168.8256,Veracruz Boca del Río,VER
CH53,16/09/2019,1133.4724,16560,94,12.05821702,176.1702,Villahermosa,TAB
CH54,16/09/2019,1283.8713,58992,288,4.457886458,204.8333,Villahermosa II,TAB
CH55,16/09/2019,460.9991,60485,257,1.793770817,235.3502,Tlaxcala,TLX
CH56,16/09/2019,752.1528,45503,197,3.818034518,230.9797,Tuxtla II,CP
CH57,16/09/2019,466.0158,18754,95,4.905429474,197.4105,Silao,GTO
CH58,16/09/2019,515.0759,15823,82,6.281413415,192.9634,Chihuahua III,CHI
CH59,16/09/2019,685.921,33523,186,3.687747312,180.2312,Apodaca II,MTY
CH61,16/09/2019,1400.794,49064,228,6.143833333,215.193,MTY Nuevo Sur,MTY
CH62,16/09/2019,519.128,20361,107,4.851663551,190.2897,Chili's Ciudadela,GDL
CH63,16/09/2019,708.6349,76729,361,1.962977562,212.5457,Galerías Celaya,GTO
CH64,16/09/2019,368.925,30603,163,2.263343558,187.7485,Chili's Plaza Aurora,MTY
WIN01,16/09/2019,622.706,53059,311,2.002270096,170.6077,Wing's Boulevard,CDMX
CH65,16/09/2019,978.283,76232,375,2.608754667,203.2853,Plaza Cumbres,MTY
DT01,16/09/2019,945.337,59522,107,8.834925234,556.2804,Destilería Cancún,YUC
ELA01,16/09/2019,1250.365,60032,152,8.226085526,394.9474,Restaurante El Lago,CDMX
OLG01,16/09/2019,861.042,44720,181,4.757138122,247.0718,Olive Garden Reforma,CDMX
OLG02,16/09/2019,757.937,30640,140,5.413835714,218.8571,Olive Garden Santa Fe,CDMX
OLG03,16/09/2019,1180.221,60272,275,4.291712727,219.1709,Olive Garden Cancún,YUC
OLG04,16/09/2019,862.67,55062,217,3.975437788,253.7419,Olive Garden Querétaro,QRO
TCG01,16/09/2019,1142.565,67331,71,16.09246479,948.3239,The Capital Grille,CDMX
TCG02,16/09/2019,1598.237,26198,38,42.05886842,689.4211,The Capital Grille Mty,MTY
DT02,16/09/2019,350.883,6436,18,19.4935,357.5556,Destilería Reforma,CDMX
CH09,17/09/2019,988.9709,9162,46,21.49936739,199.1739,Ciudad del Carmen,CAM
CH10,17/09/2019,1242.354,32352,150,8.28236,215.68,Contry,MTY
CH11,17/09/2019,773.2874,64669,271,2.853459041,238.631,El Salto,GDL
CH01,17/09/2019,794.8713,35785,152,5.229416447,235.4276,Aguascalientes I,AGS
CH02,17/09/2019,680.8761,21811,90,7.56529,242.3444,Aguascalientes II,AGS
CH03,17/09/2019,1372.975,58773,233,5.892596567,252.2446,Apodaca,MTY
CH04,17/09/2019,1155.638,34985,163,7.089803681,214.6319,Centro Magno,GDL
CH05,17/09/2019,960.623,28859,115,8.353243478,250.9478,Chihuahua I,CHI
CH06,17/09/2019,749.824,20024,78,9.613128205,256.7179,Chihuahua II,CHI
CH07,17/09/2019,1246.617,40957,172,7.247773256,238.1221,Churubusco,MTY
CH08,17/09/2019,1108.817,23567,113,9.812539823,208.5575,Cintermex,MTY
CH12,17/09/2019,1062.8326,15896,66,16.10352424,240.8485,Forum Cancún,CUN
CH13,17/09/2019,679.5987,23632,87,7.81147931,271.6322,Forum Tepic,TEP
CH14,17/09/2019,1007.2284,24416,108,9.326188889,226.0741,Forum Tlaquepaque,GDL
CH15,17/09/2019,868.7242,26045,115,7.554123478,226.4783,Galerías Gdl,GDL
CH16,17/09/2019,951.533,29864,139,6.845561151,214.8489,Galerías Mty,MTY
CH17,17/09/2019,621.8587,37683,168,3.701539881,224.3036,Puerto Vallarta,JAL
CH18,17/09/2019,848.7624,26323,124,6.844858065,212.2823,Gran Plaza,GDL
CH20,17/09/2019,768.3444,52851,246,3.12335122,214.8415,León I,GTO
CH21,17/09/2019,771.242,23122,106,7.275867925,218.1321,León II,GTO
CH22,17/09/2019,716.6132,31383,147,4.874919728,213.4898,León III,GTO
CH23,17/09/2019,1627.2542,55873,245,6.641853878,228.0531,Malecón Cancún,CUN
CH25,17/09/2019,460.8764,16426,69,6.679368116,238.058,Morelia,MIC
CH26,17/09/2019,1022.5018,45661,203,5.03695468,224.931,Plaza Andares,GDL
CH27,17/09/2019,306.7073,40530,172,1.783181977,235.6395,Plaza del Sol,GDL
